cha_labels,F:\UCLH_GLAS\icEEG\1200\20130628_1208.edf,F:\UCLH_GLAS\icEEG\1200\20130628_12081.edf,F:\UCLH_GLAS\icEEG\1200\20130628_12082.edf,F:\UCLH_GLAS\icEEG\1200\20130628_12083.edf,F:\UCLH_GLAS\icEEG\1200\20130628_1809.edf,F:\UCLH_GLAS\icEEG\1200\20130629_0009.edf,F:\UCLH_GLAS\icEEG\1200\20130629_0609.edf,F:\UCLH_GLAS\icEEG\1200\20130629_1210.edf,F:\UCLH_GLAS\icEEG\1200\20130629_12101.edf,F:\UCLH_GLAS\icEEG\1200\20130629_12102.edf,F:\UCLH_GLAS\icEEG\1200\20130629_1810.edf,F:\UCLH_GLAS\icEEG\1200\20130629_18101.edf,F:\UCLH_GLAS\icEEG\1200\20130629_18102.edf,F:\UCLH_GLAS\icEEG\1200\20130630_0010.edf,F:\UCLH_GLAS\icEEG\1200\20130630_0611.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06111.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061110.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061111.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061112.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061113.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061114.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061115.edf,F:\UCLH_GLAS\icEEG\1200\20130630_061116.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06112.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06113.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06114.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06115.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06116.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06117.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06118.edf,F:\UCLH_GLAS\icEEG\1200\20130630_06119.edf,F:\UCLH_GLAS\icEEG\1200\20130630_1211.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12111.edf,F:\UCLH_GLAS\icEEG\1200\20130630_121110.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12112.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12113.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12114.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12115.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12116.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12117.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12118.edf,F:\UCLH_GLAS\icEEG\1200\20130630_12119.edf,F:\UCLH_GLAS\icEEG\1200\20130630_1811.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18111.edf,F:\UCLH_GLAS\icEEG\1200\20130630_181110.edf,F:\UCLH_GLAS\icEEG\1200\20130630_181111.edf,F:\UCLH_GLAS\icEEG\1200\20130630_181112.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18112.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18113.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18114.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18115.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18116.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18117.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18118.edf,F:\UCLH_GLAS\icEEG\1200\20130630_18119.edf,F:\UCLH_GLAS\icEEG\1200\20130701_0011.edf,F:\UCLH_GLAS\icEEG\1200\20130701_00111.edf,F:\UCLH_GLAS\icEEG\1200\20130701_00112.edf,F:\UCLH_GLAS\icEEG\1200\20130701_00113.edf,F:\UCLH_GLAS\icEEG\1200\20130701_00114.edf,F:\UCLH_GLAS\icEEG\1200\20130701_06121.edf,F:\UCLH_GLAS\icEEG\1200\20130701_06122.edf,F:\UCLH_GLAS\icEEG\1200\20130701_06123.edf
EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,,EEG A_01-REF,EEG A_01-REF,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,,EEG A_01-REF,
EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,,EEG A_02-REF,EEG A_02-REF,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,,EEG A_02-REF,
EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,,EEG A_03-REF,EEG A_03-REF,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,,EEG A_03-REF,
EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,,EEG A_04-REF,EEG A_04-REF,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,,EEG A_04-REF,
EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,,EEG A_05-REF,EEG A_05-REF,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,,EEG A_05-REF,
EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,,EEG A_06-REF,EEG A_06-REF,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,,EEG A_06-REF,
EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,,EEG AH_01-REF,EEG AH_01-REF,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,,EEG AH_01-REF,
EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,,EEG AH_02-REF,EEG AH_02-REF,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,,EEG AH_02-REF,
EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,,EEG AH_03-REF,EEG AH_03-REF,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,,EEG AH_03-REF,
EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,,EEG AH_04-REF,EEG AH_04-REF,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,,EEG AH_04-REF,
EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,,EEG AH_05-REF,EEG AH_05-REF,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,,EEG AH_05-REF,
EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,,EEG AH_06-REF,EEG AH_06-REF,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,,EEG AH_06-REF,
EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,,EEG PH_01-REF,EEG PH_01-REF,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,,EEG PH_01-REF,
EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,,EEG PH_02-REF,EEG PH_02-REF,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,,EEG PH_02-REF,
EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,,EEG PH_03-REF,EEG PH_03-REF,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,,EEG PH_03-REF,
EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,,EEG PH_04-REF,EEG PH_04-REF,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,,EEG PH_04-REF,
