,start_overlap,end_overlap,duration_overlap,duration_overlap_sec
0,2011-06-14 23:46:59,2011-06-14 23:47:00,0 days 00:00:02,2.0
1,2011-06-18 00:50:13,2011-06-18 06:50:12,0 days 06:00:00,21600.0
2,2011-06-18 06:50:26,2011-06-18 12:50:25,0 days 06:00:00,21600.0
