,start_overlap,end_overlap,duration_overlap,duration_overlap_sec
0,2011-02-10 12:47:17,2011-02-10 14:45:43,0 days 01:58:27,7107.0
1,2011-02-10 14:45:48,2011-02-10 14:45:53,0 days 00:00:06,6.0
2,2011-02-10 14:45:59,2011-02-10 18:47:25,0 days 04:01:27,14487.0
3,2011-02-10 18:47:35,2011-02-11 00:47:34,0 days 06:00:00,21600.0
4,2011-02-12 01:48:16,2011-02-12 01:48:16,0 days 00:00:01,1.0
5,2011-02-14 09:17:55,2011-02-14 15:17:54,0 days 06:00:00,21600.0
