,edf_path,why_edf_excluded
0,F:\UCLH_GLAS\icEEG\95\W887_1\Patient11t1_02232011121031\Pruned_2.edf,sample_rate_1
1,F:\UCLH_GLAS\icEEG\95\W887_20\Pruned_03192011110753\Pruned_2.edf,sample_rate_1
2,F:\UCLH_GLAS\icEEG\95\W887_22\Pruned_03192011122140\Pruned_2.edf,sample_rate_1
3,F:\UCLH_GLAS\icEEG\95\W887_22\Pruned_03192011122140\Pruned_4.edf,sample_rate_1
