,start_overlap,end_overlap,duration_overlap,duration_overlap_sec
0,2012-12-11 13:42:12,2012-12-11 13:42:18,0 days 00:00:07,7.0
1,2012-12-11 15:59:14,2012-12-11 15:59:20,0 days 00:00:07,7.0
2,2012-12-12 09:59:29,2012-12-12 09:59:32,0 days 00:00:04,4.0
3,2012-12-12 14:00:18,2012-12-12 14:00:21,0 days 00:00:04,4.0
4,2012-12-13 03:58:12,2012-12-13 03:58:19,0 days 00:00:08,8.0
5,2012-12-14 23:00:00,2012-12-14 23:02:01,0 days 00:02:02,122.0
