,edf_path,why_edf_excluded
0,F:\UCLH_GLAS\icEEG\1379\e3ax_20160719_1100.edf,chan_notInList
1,F:\UCLH_GLAS\icEEG\1379\e3ax_20160719_1416.edf,chan_notInList
2,F:\UCLH_GLAS\icEEG\1379\e3ax_20160719_1449.edf,chan_notInList
