,start_overlap,end_overlap,duration_overlap,duration_overlap_sec
0,2010-08-10 23:35:38,2010-08-10 23:36:24,0 days 00:00:47,47.0
1,2010-08-11 20:30:40,2010-08-11 20:32:27,0 days 00:01:48,108.0
