cha_labels,F:\UCLH_GLAS\icEEG\1149\X889_1\Patient24_LTM-FEBRUARY_t1_02042013191735\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_1\Patient24_LTM-FEBRUARY_t1_02042013191735\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_1\Patient24_LTM-FEBRUARY_t1_02042013191735\Pruned_3.edf,F:\UCLH_GLAS\icEEG\1149\X889_10\Patient25_LTM-FEBRUARY_t1_12112012175710\Patient25_LTM-FEBRUARY_t1_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_10\Patient25_LTM-FEBRUARY_t2_12112012235741\Patient25_LTM-FEBRUARY_t2_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_11\Patient25_LTM-FEBRUARY_t1_12132012101046\Patient25_LTM-FEBRUARY_t1_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_11\Pruned_04162013133056\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_12\Pruned_04162013134646\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_10.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_11.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_12.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_13.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_14.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_3.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_4.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_5.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_6.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_7.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_8.edf,F:\UCLH_GLAS\icEEG\1149\X889_13\Pruned_04162013144150\Pruned_9.edf,F:\UCLH_GLAS\icEEG\1149\X889_14\Pruned_04162013155301\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_15\Pruned_04162013161915\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_15\Pruned_04162013161915\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_15\Pruned_04162013161915\Pruned_3.edf,F:\UCLH_GLAS\icEEG\1149\X889_15\Pruned_04162013161915\Pruned_4.edf,F:\UCLH_GLAS\icEEG\1149\X889_16\Patient25_LTM-FEBRUARY_t2_04152013161615\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t3_04152013163511\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t3_04152013163511\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t3_04152013163511\Pruned_4.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t3_04152013163511\Pruned_5.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t3_04152013163511\Pruned_6.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t3_04152013163511\Pruned_7.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t5_12142012101251\Patient25_LTM-FEBRUARY_t5_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t5_12142012101251\Patient25_LTM-FEBRUARY_t5_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_17\Patient25_LTM-FEBRUARY_t5_12142012101251\Patient25_LTM-FEBRUARY_t5_3.edf,F:\UCLH_GLAS\icEEG\1149\X889_18\Patient25_LTM-FEBRUARY_t4_04162013085953\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_19\Patient25_LTM-FEBRUARY_t6_04152013165219\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_2\Patient24_LTM-FEBRUARY_t2_12092012195816\Patient24_LTM-FEBRUARY_t2_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_2\Patient24_LTM-FEBRUARY_t6_12102012195910\Patient24_LTM-FEBRUARY_t6_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_20\Patient25_LTM-FEBRUARY_t7_04152013172930\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_21\Patient25_LTM-FEBRUARY_t8_04152013184104\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_3\Patient24_LTM-FEBRUARY_t3_02052013090447\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_3\Patient24_LTM-FEBRUARY_t3_02052013090447\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_3\Patient24_LTM-FEBRUARY_t3_02052013090447\Pruned_3.edf,F:\UCLH_GLAS\icEEG\1149\X889_4\Patient24_LTM-FEBRUARY_t4_04082013110029\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_4\Patient24_LTM-FEBRUARY_t4_04082013110029\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_4\Patient24_LTM-FEBRUARY_t4_04082013110029\Pruned_4.edf,F:\UCLH_GLAS\icEEG\1149\X889_4\Patient24_LTM-FEBRUARY_t4_04082013110029\Pruned_5.edf,F:\UCLH_GLAS\icEEG\1149\X889_5\Patient24_LTM-FEBRUARY_t5_04082013114416\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_5\Patient24_LTM-FEBRUARY_t5_04082013114416\Pruned_2.edf,F:\UCLH_GLAS\icEEG\1149\X889_5\Patient24_LTM-FEBRUARY_t5_04082013114416\Pruned_4.edf,F:\UCLH_GLAS\icEEG\1149\X889_5\Patient24_LTM-FEBRUARY_t5_04082013114416\Pruned_5.edf,F:\UCLH_GLAS\icEEG\1149\X889_6\Patient24_LTM-FEBRUARY_t7_04102013142939\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_6\Patient25_LTM-FEBRUARY_t7_01252013085109\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_7\Pruned_04122013123826\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_8\Pruned_04122013145519\Pruned_1.edf,F:\UCLH_GLAS\icEEG\1149\X889_9\Pruned_04122013164657\Pruned_1.edf
A 45,A 45,,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,A 45,,A 45,,A 45,A 45,,,A 45,,A 45,A 45,,,A 45,,A 45,A 45,,,A 45,,A 45,A 45,,,A 45,A 45,,,A 45,A 45,,A 45,A 45,A 45
A 46,A 46,,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,,A 46,,A 46,A 46,,,A 46,,A 46,A 46,,A 46,A 46,A 46,A 46,A 46,A 46,A 46,A 46,,A 46,A 46,,,A 46,A 46,,,A 46,A 46,A 46,A 46,A 46,A 46
A 47,A 47,,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,,A 47,,A 47,A 47,,,A 47,,A 47,A 47,,A 47,A 47,A 47,A 47,A 47,A 47,A 47,A 47,,A 47,A 47,,,A 47,A 47,,,A 47,A 47,A 47,A 47,A 47,A 47
A 48,A 48,,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,,A 48,,A 48,A 48,,,A 48,,A 48,A 48,,A 48,A 48,A 48,A 48,A 48,A 48,A 48,A 48,,A 48,A 48,,,A 48,A 48,,,A 48,A 48,A 48,A 48,A 48,A 48
A 49,A 49,,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,,A 49,,A 49,A 49,,,A 49,,A 49,A 49,,A 49,A 49,A 49,A 49,A 49,A 49,A 49,A 49,,A 49,A 49,,,A 49,A 49,,,A 49,A 49,A 49,A 49,A 49,A 49
A 50,A 50,,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,,A 50,,A 50,A 50,,,A 50,,A 50,A 50,,A 50,A 50,A 50,A 50,A 50,A 50,A 50,A 50,,A 50,A 50,,,A 50,A 50,,,A 50,A 50,A 50,A 50,A 50,A 50
A 51,A 51,,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,,A 51,,A 51,A 51,,,A 51,,A 51,A 51,,A 51,A 51,A 51,A 51,A 51,A 51,A 51,A 51,,A 51,A 51,,,A 51,A 51,,,A 51,A 51,A 51,A 51,A 51,A 51
A 52,A 52,,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,,A 52,,A 52,A 52,,,A 52,,A 52,A 52,,A 52,A 52,A 52,A 52,A 52,A 52,A 52,A 52,,A 52,A 52,,,A 52,A 52,,,A 52,A 52,A 52,A 52,A 52,A 52
A 53,A 53,,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,,A 53,,A 53,A 53,,,A 53,,A 53,A 53,,A 53,A 53,A 53,A 53,A 53,A 53,A 53,A 53,,A 53,A 53,,,A 53,A 53,,,A 53,A 53,A 53,A 53,A 53,A 53
A 54,A 54,,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,,A 54,,A 54,A 54,,,A 54,,A 54,A 54,,A 54,A 54,A 54,A 54,A 54,A 54,A 54,A 54,,A 54,A 54,,,A 54,A 54,,,A 54,A 54,A 54,A 54,A 54,A 54
A 55,A 55,,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,,A 55,,A 55,A 55,,,A 55,,A 55,A 55,,A 55,A 55,A 55,A 55,A 55,A 55,A 55,A 55,,A 55,A 55,,,A 55,A 55,,,A 55,A 55,A 55,A 55,A 55,A 55
A 56,A 56,,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,,A 56,,A 56,A 56,,,A 56,,A 56,A 56,,A 56,A 56,A 56,A 56,A 56,A 56,A 56,A 56,,A 56,A 56,,,A 56,A 56,,,A 56,A 56,A 56,A 56,A 56,A 56
A 57,A 57,,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,,A 57,,A 57,A 57,,,A 57,,A 57,A 57,,A 57,A 57,A 57,A 57,A 57,A 57,A 57,A 57,,A 57,A 57,,,A 57,A 57,,,A 57,A 57,A 57,A 57,A 57,A 57
A 58,A 58,,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,,A 58,,A 58,A 58,,,A 58,,A 58,A 58,,A 58,A 58,A 58,A 58,A 58,A 58,A 58,A 58,,A 58,A 58,,,A 58,A 58,,,A 58,A 58,A 58,A 58,A 58,A 58
A 59,A 59,,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,,A 59,,A 59,A 59,,,A 59,,A 59,A 59,,A 59,A 59,A 59,A 59,A 59,A 59,A 59,A 59,,A 59,A 59,,,A 59,A 59,,,A 59,A 59,A 59,A 59,A 59,A 59
A 60,A 60,,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,,A 60,,A 60,A 60,,,A 60,,A 60,A 60,,A 60,A 60,A 60,A 60,A 60,A 60,A 60,A 60,,A 60,A 60,,,A 60,A 60,,,A 60,A 60,A 60,A 60,A 60,A 60
A 61,A 61,,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,,A 61,,A 61,A 61,,,A 61,,A 61,A 61,,A 61,A 61,A 61,A 61,A 61,A 61,A 61,A 61,,A 61,A 61,,,A 61,A 61,,,A 61,A 61,A 61,A 61,A 61,A 61
A 62,A 62,,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,,A 62,,A 62,A 62,,,A 62,,A 62,A 62,,A 62,A 62,A 62,A 62,A 62,A 62,A 62,A 62,,A 62,A 62,,,A 62,A 62,,,A 62,A 62,A 62,A 62,A 62,A 62
A 63,A 63,,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,,A 63,,A 63,A 63,,,A 63,,A 63,A 63,,A 63,A 63,A 63,A 63,A 63,A 63,A 63,A 63,,A 63,A 63,,,A 63,A 63,,,A 63,A 63,A 63,A 63,A 63,A 63
A 64,A 64,,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,,A 64,,A 64,A 64,,,A 64,,A 64,A 64,,A 64,A 64,A 64,A 64,A 64,A 64,A 64,A 64,,A 64,A 64,,,A 64,A 64,,,A 64,A 64,A 64,A 64,A 64,A 64
B 01,B 01,,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,B 01,,B 01,,B 01,B 01,,,B 01,,B 01,B 01,,,B 01,,B 01,B 01,,,B 01,,B 01,B 01,,,B 01,B 01,,,B 01,B 01,,B 01,B 01,B 01
B 02,B 02,,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,B 02,,B 02,,B 02,B 02,,,B 02,,B 02,B 02,,,B 02,,B 02,B 02,,,B 02,,B 02,B 02,,,B 02,B 02,,,B 02,B 02,,B 02,B 02,B 02
B 03,B 03,,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,B 03,,B 03,,B 03,B 03,,,B 03,,B 03,B 03,,,B 03,,B 03,B 03,,,B 03,,B 03,B 03,,,B 03,B 03,,,B 03,B 03,,B 03,B 03,B 03
B 04,B 04,,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,,B 04,,B 04,B 04,,,B 04,,B 04,B 04,,B 04,B 04,B 04,B 04,B 04,B 04,B 04,B 04,,B 04,B 04,,,B 04,B 04,,,B 04,B 04,B 04,B 04,B 04,B 04
B 05,B 05,,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,,B 05,,B 05,B 05,,,B 05,,B 05,B 05,,B 05,B 05,B 05,B 05,B 05,B 05,B 05,B 05,,B 05,B 05,,,B 05,B 05,,,B 05,B 05,B 05,B 05,B 05,B 05
B 06,B 06,,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,,B 06,,B 06,B 06,,,B 06,,B 06,B 06,,B 06,B 06,B 06,B 06,B 06,B 06,B 06,B 06,,B 06,B 06,,,B 06,B 06,,,B 06,B 06,B 06,B 06,B 06,B 06
C 01,C 01,,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,C 01,,C 01,,C 01,C 01,,,C 01,,C 01,C 01,,,C 01,,C 01,C 01,,,C 01,,C 01,C 01,,,C 01,C 01,,,C 01,C 01,,C 01,C 01,C 01
C 02,C 02,,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,C 02,,C 02,,C 02,C 02,,,C 02,,C 02,C 02,,,C 02,,C 02,C 02,,,C 02,,C 02,C 02,,,C 02,C 02,,,C 02,C 02,,C 02,C 02,C 02
C 03,C 03,,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,C 03,,C 03,,C 03,C 03,,,C 03,,C 03,C 03,,,C 03,,C 03,C 03,,,C 03,,C 03,C 03,,,C 03,C 03,,,C 03,C 03,,C 03,C 03,C 03
C 04,C 04,,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,,C 04,,C 04,C 04,,,C 04,,C 04,C 04,,C 04,C 04,C 04,C 04,C 04,C 04,C 04,C 04,,C 04,C 04,,,C 04,C 04,,,C 04,C 04,C 04,C 04,C 04,C 04
C 05,C 05,,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,,C 05,,C 05,C 05,,,C 05,,C 05,C 05,,C 05,C 05,C 05,C 05,C 05,C 05,C 05,C 05,,C 05,C 05,,,C 05,C 05,,,C 05,C 05,C 05,C 05,C 05,C 05
C 06,C 06,,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,,C 06,,C 06,C 06,,,C 06,,C 06,C 06,,C 06,C 06,C 06,C 06,C 06,C 06,C 06,C 06,,C 06,C 06,,,C 06,C 06,,,C 06,C 06,C 06,C 06,C 06,C 06
D 01,D 01,,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,,D 01,,D 01,D 01,,,D 01,,D 01,D 01,,D 01,D 01,D 01,D 01,D 01,D 01,D 01,D 01,,D 01,D 01,,,D 01,D 01,,,D 01,D 01,D 01,D 01,D 01,D 01
D 02,D 02,,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,,D 02,,D 02,D 02,,,D 02,,D 02,D 02,,D 02,D 02,D 02,D 02,D 02,D 02,D 02,D 02,,D 02,D 02,,,D 02,D 02,,,D 02,D 02,D 02,D 02,D 02,D 02
D 03,D 03,,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,,D 03,,D 03,D 03,,,D 03,,D 03,D 03,,D 03,D 03,D 03,D 03,D 03,D 03,D 03,D 03,,D 03,D 03,,,D 03,D 03,,,D 03,D 03,D 03,D 03,D 03,D 03
D 04,D 04,,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,,D 04,,D 04,D 04,,,D 04,,D 04,D 04,,D 04,D 04,D 04,D 04,D 04,D 04,D 04,D 04,,D 04,D 04,,,D 04,D 04,,,D 04,D 04,D 04,D 04,D 04,D 04
D 05,D 05,,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,,D 05,,D 05,D 05,,,D 05,,D 05,D 05,,D 05,D 05,D 05,D 05,D 05,D 05,D 05,D 05,,D 05,D 05,,,D 05,D 05,,,D 05,D 05,D 05,D 05,D 05,D 05
D 06,D 06,,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,,D 06,,D 06,D 06,,,D 06,,D 06,D 06,,D 06,D 06,D 06,D 06,D 06,D 06,D 06,D 06,,D 06,D 06,,,D 06,D 06,,,D 06,D 06,D 06,D 06,D 06,D 06
D1 01,D1 01,,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,D1 01,,D1 01,,D1 01,D1 01,,,D1 01,,D1 01,D1 01,,,D1 01,,D1 01,D1 01,,,D1 01,,D1 01,D1 01,,,D1 01,D1 01,,,D1 01,D1 01,,D1 01,D1 01,D1 01
D1 02,D1 02,,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,D1 02,,D1 02,,D1 02,D1 02,,,D1 02,,D1 02,D1 02,,,D1 02,,D1 02,D1 02,,,D1 02,,D1 02,D1 02,,,D1 02,D1 02,,,D1 02,D1 02,,D1 02,D1 02,D1 02
D1 03,D1 03,,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,D1 03,,D1 03,,D1 03,D1 03,,,D1 03,,D1 03,D1 03,,,D1 03,,D1 03,D1 03,,,D1 03,,D1 03,D1 03,,,D1 03,D1 03,,,D1 03,D1 03,,D1 03,D1 03,D1 03
D1 04,D1 04,,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,D1 04,,D1 04,,D1 04,D1 04,,,D1 04,,D1 04,D1 04,,,D1 04,,D1 04,D1 04,,,D1 04,,D1 04,D1 04,,,D1 04,D1 04,,,D1 04,D1 04,,D1 04,D1 04,D1 04
D2 01,D2 01,,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,D2 01,,D2 01,,D2 01,D2 01,,,D2 01,,D2 01,D2 01,,,D2 01,,D2 01,D2 01,,,D2 01,,D2 01,D2 01,,,D2 01,D2 01,,,D2 01,D2 01,,D2 01,D2 01,D2 01
D2 02,D2 02,,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,D2 02,,D2 02,,D2 02,D2 02,,,D2 02,,D2 02,D2 02,,,D2 02,,D2 02,D2 02,,,D2 02,,D2 02,D2 02,,,D2 02,D2 02,,,D2 02,D2 02,,D2 02,D2 02,D2 02
D2 03,D2 03,,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,D2 03,,D2 03,,D2 03,D2 03,,,D2 03,,D2 03,D2 03,,,D2 03,,D2 03,D2 03,,,D2 03,,D2 03,D2 03,,,D2 03,D2 03,,,D2 03,D2 03,,D2 03,D2 03,D2 03
D2 04,D2 04,,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,,D2 04,,D2 04,D2 04,,,D2 04,,D2 04,D2 04,,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04,,D2 04,D2 04,,,D2 04,D2 04,,,D2 04,D2 04,D2 04,D2 04,D2 04,D2 04
D2 05,D2 05,,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,,D2 05,,D2 05,D2 05,,,D2 05,,D2 05,D2 05,,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05,,D2 05,D2 05,,,D2 05,D2 05,,,D2 05,D2 05,D2 05,D2 05,D2 05,D2 05
D2 06,D2 06,,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,,D2 06,,D2 06,D2 06,,,D2 06,,D2 06,D2 06,,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06,,D2 06,D2 06,,,D2 06,D2 06,,,D2 06,D2 06,D2 06,D2 06,D2 06,D2 06
D3 01,D3 01,,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,D3 01,,D3 01,,D3 01,D3 01,,,D3 01,,D3 01,D3 01,,,D3 01,,D3 01,D3 01,,,D3 01,,D3 01,D3 01,,,D3 01,D3 01,,,D3 01,D3 01,,D3 01,D3 01,D3 01
D3 02,D3 02,,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,D3 02,,D3 02,,D3 02,D3 02,,,D3 02,,D3 02,D3 02,,,D3 02,,D3 02,D3 02,,,D3 02,,D3 02,D3 02,,,D3 02,D3 02,,,D3 02,D3 02,,D3 02,D3 02,D3 02
